Year,Sex,Family status,Immigrant admission category,Landing age group,Income type,VALUE
2011,Males,Spouses,Humanitarian and compassionate cases,20 to 24 years,All income,26000
2011,Males,Spouses,Humanitarian and compassionate cases,25 to 34 years,All income,26000
2011,Males,Spouses,Humanitarian and compassionate cases,35 to 44 years,All income,29000
2011,Males,Spouses,Humanitarian and compassionate cases,45 to 54 years,All income,23000
2011,Males,Spouses,Humanitarian and compassionate cases,55 to 64 years,All income,42000
2011,Males,Spouses,Humanitarian and compassionate cases,65 years and over,All income,13000
2011,Males,Spouses,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,24000
2011,Males,Spouses,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,25000
2011,Males,Spouses,"Live-in caregivers, spouses and dependents",45 to 54 years,All income,18200
2011,Males,Spouses,Privately sponsored refugees,25 to 34 years,All income,24000
2011,Males,Spouses,Privately sponsored refugees,35 to 44 years,All income,21000
2011,Males,Spouses,Privately sponsored refugees,45 to 54 years,All income,17900
2011,Males,Spouses,Privately sponsored refugees,55 to 64 years,All income,15700
2011,Males,Spouses,"Provincial/territorial nominees, spouses and dependents",25 to 34 years,All income,22000
2011,Males,Spouses,"Provincial/territorial nominees, spouses and dependents",35 to 44 years,All income,22000
2011,Males,Spouses,"Provincial/territorial nominees, spouses and dependents",45 to 54 years,All income,23000
2011,Males,Spouses,"Provincial/territorial nominees, spouses and dependents",55 to 64 years,All income,29000
2011,Males,Spouses,Refugee dependents,20 to 24 years,All income,18600
2011,Males,Spouses,Refugee dependents,25 to 34 years,All income,21000
2011,Males,Spouses,Refugee dependents,35 to 44 years,All income,29000
2011,Males,Spouses,Refugee dependents,45 to 54 years,All income,25000
2011,Males,Spouses,Refugees landed in Canada,25 to 34 years,All income,22000
2011,Males,Spouses,Refugees landed in Canada,35 to 44 years,All income,27000
2011,Males,Spouses,Refugees landed in Canada,45 to 54 years,All income,17300
2011,Males,Spouses,Refugees landed in Canada,55 to 64 years,All income,15300
2011,Males,Spouses,"Skilled workers, spouses and dependents",20 to 24 years,All income,26000
2011,Males,Spouses,"Skilled workers, spouses and dependents",25 to 34 years,All income,26000
2011,Males,Spouses,"Skilled workers, spouses and dependents",35 to 44 years,All income,23000
2011,Males,Spouses,"Skilled workers, spouses and dependents",45 to 54 years,All income,20000
2011,Males,Spouses,"Skilled workers, spouses and dependents",55 to 64 years,All income,19400
2011,Males,Spouses,"Skilled workers, spouses and dependents",65 years and over,All income,15100
2012,Both sexes,Dependents,"Business class, spouses and dependents",20 to 24 years,All income,12500
2012,Both sexes,Dependents,"Business class, spouses and dependents",25 to 34 years,All income,15100
2012,Both sexes,Dependents,"Business class, spouses and dependents",Less than 20 years,All income,6500
2012,Both sexes,Dependents,"Canadian experience class, spouses and dependents",20 to 24 years,All income,13700
2012,Both sexes,Dependents,"Canadian experience class, spouses and dependents",25 to 34 years,All income,20000
2012,Both sexes,Dependents,"Canadian experience class, spouses and dependents",Less than 20 years,All income,6500
2012,Both sexes,Dependents,Family class - other,20 to 24 years,All income,13300
2012,Both sexes,Dependents,Family class - other,Less than 20 years,All income,10300
2012,Both sexes,Dependents,Family class - parent or grandparent,20 to 24 years,All income,18400
2012,Both sexes,Dependents,Family class - parent or grandparent,25 to 34 years,All income,18500
2012,Both sexes,Dependents,Family class - parent or grandparent,35 to 44 years,All income,13000
2012,Both sexes,Dependents,Family class - parent or grandparent,Less than 20 years,All income,13800
2012,Both sexes,Dependents,Family class - spouses and partners,20 to 24 years,All income,14500
2012,Both sexes,Dependents,Family class - spouses and partners,25 to 34 years,All income,17000
2012,Both sexes,Dependents,Family class - spouses and partners,Less than 20 years,All income,10000
2012,Both sexes,Dependents,Government-assisted refugees,20 to 24 years,All income,12200
2012,Both sexes,Dependents,Government-assisted refugees,25 to 34 years,All income,15100
2012,Both sexes,Dependents,Government-assisted refugees,Less than 20 years,All income,7300
2012,Both sexes,Dependents,Humanitarian and compassionate cases,20 to 24 years,All income,18600
2012,Both sexes,Dependents,Humanitarian and compassionate cases,25 to 34 years,All income,26000
2012,Both sexes,Dependents,Humanitarian and compassionate cases,35 to 44 years,All income,25000
2012,Both sexes,Dependents,Humanitarian and compassionate cases,45 to 54 years,All income,40000
2012,Both sexes,Dependents,Humanitarian and compassionate cases,65 years and over,All income,3800
2012,Both sexes,Dependents,Humanitarian and compassionate cases,Less than 20 years,All income,9300
2012,Both sexes,Dependents,"Live-in caregivers, spouses and dependents",20 to 24 years,All income,18000
2012,Both sexes,Dependents,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,20000
2012,Both sexes,Dependents,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,30000
2012,Both sexes,Dependents,"Live-in caregivers, spouses and dependents",45 to 54 years,All income,26000
2012,Both sexes,Dependents,"Live-in caregivers, spouses and dependents",Less than 20 years,All income,10200
2012,Both sexes,Dependents,Other immigrants,Less than 20 years,All income,5800
2012,Both sexes,Dependents,Privately sponsored refugees,20 to 24 years,All income,17100
2012,Both sexes,Dependents,Privately sponsored refugees,25 to 34 years,All income,19800
2012,Both sexes,Dependents,Privately sponsored refugees,Less than 20 years,All income,10700
2012,Both sexes,Dependents,"Provincial/territorial nominees, spouses and dependents",20 to 24 years,All income,13300
2012,Both sexes,Dependents,"Provincial/territorial nominees, spouses and dependents",25 to 34 years,All income,15200
2012,Both sexes,Dependents,"Provincial/territorial nominees, spouses and dependents",Less than 20 years,All income,9100
2012,Both sexes,Dependents,Refugee dependents,20 to 24 years,All income,13100
2012,Both sexes,Dependents,Refugee dependents,25 to 34 years,All income,20000
2012,Both sexes,Dependents,Refugee dependents,35 to 44 years,All income,23000
2012,Both sexes,Dependents,Refugee dependents,45 to 54 years,All income,20000
2012,Both sexes,Dependents,Refugee dependents,55 to 64 years,All income,31000
2012,Both sexes,Dependents,Refugee dependents,Less than 20 years,All income,8200
2012,Both sexes,Dependents,Refugees landed in Canada,20 to 24 years,All income,13700
2012,Both sexes,Dependents,Refugees landed in Canada,25 to 34 years,All income,21000
2012,Both sexes,Dependents,Refugees landed in Canada,35 to 44 years,All income,20000
2012,Both sexes,Dependents,Refugees landed in Canada,45 to 54 years,All income,20000
2012,Both sexes,Dependents,Refugees landed in Canada,55 to 64 years,All income,14600
2012,Both sexes,Dependents,Refugees landed in Canada,Less than 20 years,All income,8100
2012,Both sexes,Dependents,"Skilled workers, spouses and dependents",20 to 24 years,All income,18900
2012,Both sexes,Dependents,"Skilled workers, spouses and dependents",25 to 34 years,All income,24000
2012,Both sexes,Dependents,"Skilled workers, spouses and dependents",Less than 20 years,All income,7800
2012,Both sexes,Principal applicants,"Business class, principal applicants",20 to 24 years,All income,12200
2012,Both sexes,Principal applicants,"Business class, principal applicants",25 to 34 years,All income,41000
2012,Both sexes,Principal applicants,"Business class, principal applicants",35 to 44 years,All income,19600
2012,Both sexes,Principal applicants,"Business class, principal applicants",45 to 54 years,All income,18400
2012,Both sexes,Principal applicants,"Business class, principal applicants",55 to 64 years,All income,18700
2012,Both sexes,Principal applicants,"Business class, principal applicants",65 years and over,All income,20000
2012,Both sexes,Principal applicants,"Canadian experience class, principal applicants",20 to 24 years,All income,32000
2012,Both sexes,Principal applicants,"Canadian experience class, principal applicants",25 to 34 years,All income,44000
2012,Both sexes,Principal applicants,"Canadian experience class, principal applicants",35 to 44 years,All income,97000
2012,Both sexes,Principal applicants,"Canadian experience class, principal applicants",45 to 54 years,All income,190000
2012,Both sexes,Principal applicants,"Canadian experience class, principal applicants",55 to 64 years,All income,174000
2012,Both sexes,Principal applicants,"Canadian experience class, principal applicants",65 years and over,All income,112000
2012,Both sexes,Principal applicants,Family class - other,20 to 24 years,All income,16200
2012,Both sexes,Principal applicants,Family class - other,25 to 34 years,All income,18900
2012,Both sexes,Principal applicants,Family class - other,35 to 44 years,All income,16600
2012,Both sexes,Principal applicants,Family class - other,45 to 54 years,All income,19500
2012,Both sexes,Principal applicants,Family class - other,Less than 20 years,All income,11300
2012,Both sexes,Principal applicants,Family class - parent or grandparent,20 to 24 years,All income,19000
2012,Both sexes,Principal applicants,Family class - parent or grandparent,25 to 34 years,All income,15400
2012,Both sexes,Principal applicants,Family class - parent or grandparent,35 to 44 years,All income,18300
2012,Both sexes,Principal applicants,Family class - parent or grandparent,45 to 54 years,All income,14600
2012,Both sexes,Principal applicants,Family class - parent or grandparent,55 to 64 years,All income,10400
2012,Both sexes,Principal applicants,Family class - parent or grandparent,65 years and over,All income,8000
2012,Both sexes,Principal applicants,Family class - spouses and partners,20 to 24 years,All income,17800
2012,Both sexes,Principal applicants,Family class - spouses and partners,25 to 34 years,All income,25000
2012,Both sexes,Principal applicants,Family class - spouses and partners,35 to 44 years,All income,31000
2012,Both sexes,Principal applicants,Family class - spouses and partners,45 to 54 years,All income,29000
2012,Both sexes,Principal applicants,Family class - spouses and partners,55 to 64 years,All income,28000
2012,Both sexes,Principal applicants,Family class - spouses and partners,65 years and over,All income,16000
2012,Both sexes,Principal applicants,Family class - spouses and partners,Less than 20 years,All income,12800
2012,Both sexes,Principal applicants,Government-assisted refugees,20 to 24 years,All income,14100
2012,Both sexes,Principal applicants,Government-assisted refugees,25 to 34 years,All income,15900
2012,Both sexes,Principal applicants,Government-assisted refugees,35 to 44 years,All income,14700
2012,Both sexes,Principal applicants,Government-assisted refugees,45 to 54 years,All income,11100
2012,Both sexes,Principal applicants,Government-assisted refugees,55 to 64 years,All income,9600
2012,Both sexes,Principal applicants,Government-assisted refugees,Less than 20 years,All income,12200
2012,Both sexes,Principal applicants,Humanitarian and compassionate cases,20 to 24 years,All income,20000
2012,Both sexes,Principal applicants,Humanitarian and compassionate cases,25 to 34 years,All income,25000
2012,Both sexes,Principal applicants,Humanitarian and compassionate cases,35 to 44 years,All income,26000
2012,Both sexes,Principal applicants,Humanitarian and compassionate cases,45 to 54 years,All income,25000
2012,Both sexes,Principal applicants,Humanitarian and compassionate cases,55 to 64 years,All income,22000
2012,Both sexes,Principal applicants,Humanitarian and compassionate cases,65 years and over,All income,12400
2012,Both sexes,Principal applicants,Humanitarian and compassionate cases,Less than 20 years,All income,11700
2012,Both sexes,Principal applicants,"Live-in caregivers, principal applicants",20 to 24 years,All income,19200
2012,Both sexes,Principal applicants,"Live-in caregivers, principal applicants",25 to 34 years,All income,21000
2012,Both sexes,Principal applicants,"Live-in caregivers, principal applicants",35 to 44 years,All income,22000
2012,Both sexes,Principal applicants,"Live-in caregivers, principal applicants",45 to 54 years,All income,23000
2012,Both sexes,Principal applicants,"Live-in caregivers, principal applicants",55 to 64 years,All income,21000
2012,Both sexes,Principal applicants,"Live-in caregivers, principal applicants",65 years and over,All income,15100
2012,Both sexes,Principal applicants,"Live-in caregivers, spouses and dependents",20 to 24 years,All income,21000
2012,Both sexes,Principal applicants,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,30000
2012,Both sexes,Principal applicants,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,29000
2012,Both sexes,Principal applicants,"Live-in caregivers, spouses and dependents",45 to 54 years,All income,26000
2012,Both sexes,Principal applicants,"Live-in caregivers, spouses and dependents",55 to 64 years,All income,20000
2012,Both sexes,Principal applicants,"Live-in caregivers, spouses and dependents",Less than 20 years,All income,10200
2012,Both sexes,Principal applicants,Other immigrants,25 to 34 years,All income,37000
2012,Both sexes,Principal applicants,Other immigrants,35 to 44 years,All income,36000
2012,Both sexes,Principal applicants,Other immigrants,45 to 54 years,All income,39000
2012,Both sexes,Principal applicants,Other immigrants,55 to 64 years,All income,55000
2012,Both sexes,Principal applicants,Privately sponsored refugees,20 to 24 years,All income,18000
2012,Both sexes,Principal applicants,Privately sponsored refugees,25 to 34 years,All income,21000
2012,Both sexes,Principal applicants,Privately sponsored refugees,35 to 44 years,All income,20000
2012,Both sexes,Principal applicants,Privately sponsored refugees,45 to 54 years,All income,18800
2012,Both sexes,Principal applicants,Privately sponsored refugees,55 to 64 years,All income,12600
2012,Both sexes,Principal applicants,Privately sponsored refugees,Less than 20 years,All income,16500
2012,Both sexes,Principal applicants,"Provincial/territorial nominees, principal applicants",20 to 24 years,All income,26000
2012,Both sexes,Principal applicants,"Provincial/territorial nominees, principal applicants",25 to 34 years,All income,34000
2012,Both sexes,Principal applicants,"Provincial/territorial nominees, principal applicants",35 to 44 years,All income,60000
2012,Both sexes,Principal applicants,"Provincial/territorial nominees, principal applicants",45 to 54 years,All income,65000
2012,Both sexes,Principal applicants,"Provincial/territorial nominees, principal applicants",55 to 64 years,All income,79000
2012,Both sexes,Principal applicants,"Provincial/territorial nominees, principal applicants",65 years and over,All income,63000
2012,Both sexes,Principal applicants,Refugee dependents,20 to 24 years,All income,14000
2012,Both sexes,Principal applicants,Refugee dependents,25 to 34 years,All income,15600
2012,Both sexes,Principal applicants,Refugee dependents,35 to 44 years,All income,15300
2012,Both sexes,Principal applicants,Refugee dependents,45 to 54 years,All income,13600
2012,Both sexes,Principal applicants,Refugee dependents,55 to 64 years,All income,13400
2012,Both sexes,Principal applicants,Refugee dependents,Less than 20 years,All income,8600
2012,Both sexes,Principal applicants,Refugees landed in Canada,20 to 24 years,All income,17700
2012,Both sexes,Principal applicants,Refugees landed in Canada,25 to 34 years,All income,23000
2012,Both sexes,Principal applicants,Refugees landed in Canada,35 to 44 years,All income,23000
2012,Both sexes,Principal applicants,Refugees landed in Canada,45 to 54 years,All income,21000
2012,Both sexes,Principal applicants,Refugees landed in Canada,55 to 64 years,All income,18200
2012,Both sexes,Principal applicants,Refugees landed in Canada,65 years and over,All income,17400
2012,Both sexes,Principal applicants,Refugees landed in Canada,Less than 20 years,All income,10100
2012,Both sexes,Principal applicants,"Skilled workers, principal applicants",20 to 24 years,All income,37000
2012,Both sexes,Principal applicants,"Skilled workers, principal applicants",25 to 34 years,All income,38000
2012,Both sexes,Principal applicants,"Skilled workers, principal applicants",35 to 44 years,All income,41000
2012,Both sexes,Principal applicants,"Skilled workers, principal applicants",45 to 54 years,All income,45000
2012,Both sexes,Principal applicants,"Skilled workers, principal applicants",55 to 64 years,All income,76000
2012,Both sexes,Principal applicants,"Skilled workers, principal applicants",65 years and over,All income,53000
2012,Both sexes,Principal applicants,"Skilled workers, principal applicants",Less than 20 years,All income,29000
2012,Both sexes,Spouses,"Business class, spouses and dependents",20 to 24 years,All income,11900
2012,Both sexes,Spouses,"Business class, spouses and dependents",25 to 34 years,All income,12800
2012,Both sexes,Spouses,"Business class, spouses and dependents",35 to 44 years,All income,11000
2012,Both sexes,Spouses,"Business class, spouses and dependents",45 to 54 years,All income,10200
2012,Both sexes,Spouses,"Business class, spouses and dependents",55 to 64 years,All income,9200
2012,Both sexes,Spouses,"Canadian experience class, spouses and dependents",20 to 24 years,All income,16900
2012,Both sexes,Spouses,"Canadian experience class, spouses and dependents",25 to 34 years,All income,27000
2012,Both sexes,Spouses,"Canadian experience class, spouses and dependents",35 to 44 years,All income,34000
2012,Both sexes,Spouses,"Canadian experience class, spouses and dependents",45 to 54 years,All income,29000
2012,Both sexes,Spouses,"Canadian experience class, spouses and dependents",55 to 64 years,All income,30000
2012,Both sexes,Spouses,"Canadian experience class, spouses and dependents",65 years and over,All income,17500
2012,Both sexes,Spouses,Family class - other,35 to 44 years,All income,14600
2012,Both sexes,Spouses,Family class - parent or grandparent,20 to 24 years,All income,14400
2012,Both sexes,Spouses,Family class - parent or grandparent,25 to 34 years,All income,19600
2012,Both sexes,Spouses,Family class - parent or grandparent,35 to 44 years,All income,15400
2012,Both sexes,Spouses,Family class - parent or grandparent,45 to 54 years,All income,10500
2012,Both sexes,Spouses,Family class - parent or grandparent,55 to 64 years,All income,8500
2012,Both sexes,Spouses,Family class - parent or grandparent,65 years and over,All income,6800
2012,Both sexes,Spouses,Family class - spouses and partners,25 to 34 years,All income,48000
2012,Both sexes,Spouses,Government-assisted refugees,20 to 24 years,All income,22000
2012,Both sexes,Spouses,Government-assisted refugees,25 to 34 years,All income,12700
2012,Both sexes,Spouses,Government-assisted refugees,35 to 44 years,All income,11000
2012,Both sexes,Spouses,Government-assisted refugees,45 to 54 years,All income,10700
2012,Both sexes,Spouses,Humanitarian and compassionate cases,20 to 24 years,All income,24000
2012,Both sexes,Spouses,Humanitarian and compassionate cases,25 to 34 years,All income,19700
2012,Both sexes,Spouses,Humanitarian and compassionate cases,35 to 44 years,All income,23000
2012,Both sexes,Spouses,Humanitarian and compassionate cases,45 to 54 years,All income,21000
2012,Both sexes,Spouses,Humanitarian and compassionate cases,55 to 64 years,All income,19600
2012,Both sexes,Spouses,Humanitarian and compassionate cases,65 years and over,All income,7000
2012,Both sexes,Spouses,"Live-in caregivers, spouses and dependents",20 to 24 years,All income,7400
2012,Both sexes,Spouses,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,15900
2012,Both sexes,Spouses,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,11400
2012,Both sexes,Spouses,"Live-in caregivers, spouses and dependents",45 to 54 years,All income,9500
2012,Both sexes,Spouses,"Live-in caregivers, spouses and dependents",55 to 64 years,All income,10000
2012,Both sexes,Spouses,"Live-in caregivers, spouses and dependents",Less than 20 years,All income,2900
2012,Both sexes,Spouses,Other immigrants,45 to 54 years,All income,41000
2012,Both sexes,Spouses,Privately sponsored refugees,20 to 24 years,All income,14100
2012,Both sexes,Spouses,Privately sponsored refugees,25 to 34 years,All income,16100
2012,Both sexes,Spouses,Privately sponsored refugees,35 to 44 years,All income,17200
2012,Both sexes,Spouses,Privately sponsored refugees,45 to 54 years,All income,15300
2012,Both sexes,Spouses,Privately sponsored refugees,55 to 64 years,All income,10300
2012,Both sexes,Spouses,Privately sponsored refugees,65 years and over,All income,19700
2012,Both sexes,Spouses,"Provincial/territorial nominees, spouses and dependents",20 to 24 years,All income,15600
2012,Both sexes,Spouses,"Provincial/territorial nominees, spouses and dependents",25 to 34 years,All income,23000
2012,Both sexes,Spouses,"Provincial/territorial nominees, spouses and dependents",35 to 44 years,All income,20000
2012,Both sexes,Spouses,"Provincial/territorial nominees, spouses and dependents",45 to 54 years,All income,18600
2012,Both sexes,Spouses,"Provincial/territorial nominees, spouses and dependents",55 to 64 years,All income,15500
2012,Both sexes,Spouses,"Provincial/territorial nominees, spouses and dependents",65 years and over,All income,69000
2012,Both sexes,Spouses,Refugee dependents,20 to 24 years,All income,18900
2012,Both sexes,Spouses,Refugee dependents,25 to 34 years,All income,20000
2012,Both sexes,Spouses,Refugee dependents,35 to 44 years,All income,24000
2012,Both sexes,Spouses,Refugee dependents,45 to 54 years,All income,21000
2012,Both sexes,Spouses,Refugees landed in Canada,20 to 24 years,All income,11600
2012,Both sexes,Spouses,Refugees landed in Canada,25 to 34 years,All income,18800
2012,Both sexes,Spouses,Refugees landed in Canada,35 to 44 years,All income,18800
2012,Both sexes,Spouses,Refugees landed in Canada,45 to 54 years,All income,18100
2012,Both sexes,Spouses,Refugees landed in Canada,55 to 64 years,All income,18300
2012,Both sexes,Spouses,"Skilled workers, spouses and dependents",20 to 24 years,All income,18900
2012,Both sexes,Spouses,"Skilled workers, spouses and dependents",25 to 34 years,All income,24000
2012,Both sexes,Spouses,"Skilled workers, spouses and dependents",35 to 44 years,All income,22000
2012,Both sexes,Spouses,"Skilled workers, spouses and dependents",45 to 54 years,All income,19700
2012,Both sexes,Spouses,"Skilled workers, spouses and dependents",55 to 64 years,All income,19000
2012,Both sexes,Spouses,"Skilled workers, spouses and dependents",65 years and over,All income,15100
2012,Both sexes,Spouses,"Skilled workers, spouses and dependents",Less than 20 years,All income,22000
2012,Females,Dependents,"Business class, spouses and dependents",20 to 24 years,All income,11100
2012,Females,Dependents,"Business class, spouses and dependents",25 to 34 years,All income,9300
2012,Females,Dependents,"Business class, spouses and dependents",Less than 20 years,All income,5400
2012,Females,Dependents,"Canadian experience class, spouses and dependents",20 to 24 years,All income,11900
2012,Females,Dependents,"Canadian experience class, spouses and dependents",Less than 20 years,All income,5600
2012,Females,Dependents,Family class - other,20 to 24 years,All income,13600
2012,Females,Dependents,Family class - other,Less than 20 years,All income,7600
2012,Females,Dependents,Family class - parent or grandparent,20 to 24 years,All income,16100
2012,Females,Dependents,Family class - parent or grandparent,25 to 34 years,All income,15300
2012,Females,Dependents,Family class - parent or grandparent,35 to 44 years,All income,14500
2012,Females,Dependents,Family class - parent or grandparent,Less than 20 years,All income,11700
2012,Females,Dependents,Family class - spouses and partners,20 to 24 years,All income,12600
2012,Females,Dependents,Family class - spouses and partners,25 to 34 years,All income,18800
2012,Females,Dependents,Family class - spouses and partners,Less than 20 years,All income,8700
2012,Females,Dependents,Government-assisted refugees,20 to 24 years,All income,10200
2012,Females,Dependents,Government-assisted refugees,25 to 34 years,All income,12700
2012,Females,Dependents,Government-assisted refugees,Less than 20 years,All income,6500
2012,Females,Dependents,Humanitarian and compassionate cases,20 to 24 years,All income,17300
2012,Females,Dependents,Humanitarian and compassionate cases,25 to 34 years,All income,23000
2012,Females,Dependents,Humanitarian and compassionate cases,35 to 44 years,All income,25000
2012,Females,Dependents,Humanitarian and compassionate cases,45 to 54 years,All income,8300
2012,Females,Dependents,Humanitarian and compassionate cases,65 years and over,All income,3800
2012,Females,Dependents,Humanitarian and compassionate cases,Less than 20 years,All income,8600
2012,Females,Dependents,"Live-in caregivers, spouses and dependents",20 to 24 years,All income,17200
2012,Females,Dependents,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,15800
2012,Females,Dependents,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,28000
2012,Females,Dependents,"Live-in caregivers, spouses and dependents",45 to 54 years,All income,22000
2012,Females,Dependents,"Live-in caregivers, spouses and dependents",Less than 20 years,All income,10000
2012,Females,Dependents,Privately sponsored refugees,20 to 24 years,All income,13500
2012,Females,Dependents,Privately sponsored refugees,Less than 20 years,All income,7900
2012,Females,Dependents,"Provincial/territorial nominees, spouses and dependents",20 to 24 years,All income,11400
2012,Females,Dependents,"Provincial/territorial nominees, spouses and dependents",25 to 34 years,All income,11400
2012,Females,Dependents,"Provincial/territorial nominees, spouses and dependents",Less than 20 years,All income,7400
2012,Females,Dependents,Refugee dependents,20 to 24 years,All income,12100
2012,Females,Dependents,Refugee dependents,25 to 34 years,All income,18600
2012,Females,Dependents,Refugee dependents,35 to 44 years,All income,11400
2012,Females,Dependents,Refugee dependents,45 to 54 years,All income,21000
2012,Females,Dependents,Refugee dependents,Less than 20 years,All income,7200
2012,Females,Dependents,Refugees landed in Canada,20 to 24 years,All income,12300
2012,Females,Dependents,Refugees landed in Canada,25 to 34 years,All income,18700
2012,Females,Dependents,Refugees landed in Canada,35 to 44 years,All income,18300
2012,Females,Dependents,Refugees landed in Canada,45 to 54 years,All income,18300
2012,Females,Dependents,Refugees landed in Canada,55 to 64 years,All income,10900
2012,Females,Dependents,Refugees landed in Canada,Less than 20 years,All income,7500
2012,Females,Dependents,"Skilled workers, spouses and dependents",20 to 24 years,All income,16700
2012,Females,Dependents,"Skilled workers, spouses and dependents",25 to 34 years,All income,17900
2012,Females,Dependents,"Skilled workers, spouses and dependents",Less than 20 years,All income,7000
2012,Females,Principal applicants,"Business class, principal applicants",25 to 34 years,All income,23000
2012,Females,Principal applicants,"Business class, principal applicants",35 to 44 years,All income,13600
2012,Females,Principal applicants,"Business class, principal applicants",45 to 54 years,All income,12000
2012,Females,Principal applicants,"Business class, principal applicants",55 to 64 years,All income,12500
2012,Females,Principal applicants,"Canadian experience class, principal applicants",20 to 24 years,All income,31000
2012,Females,Principal applicants,"Canadian experience class, principal applicants",25 to 34 years,All income,37000
2012,Females,Principal applicants,"Canadian experience class, principal applicants",35 to 44 years,All income,75000
2012,Females,Principal applicants,"Canadian experience class, principal applicants",45 to 54 years,All income,100000
2012,Females,Principal applicants,"Canadian experience class, principal applicants",55 to 64 years,All income,122000
2012,Females,Principal applicants,"Canadian experience class, principal applicants",65 years and over,All income,57000
2012,Females,Principal applicants,Family class - other,20 to 24 years,All income,13300
2012,Females,Principal applicants,Family class - other,25 to 34 years,All income,14100
2012,Females,Principal applicants,Family class - other,35 to 44 years,All income,15700
2012,Females,Principal applicants,Family class - other,45 to 54 years,All income,19100
2012,Females,Principal applicants,Family class - other,Less than 20 years,All income,10300
2012,Females,Principal applicants,Family class - parent or grandparent,20 to 24 years,All income,20000
2012,Females,Principal applicants,Family class - parent or grandparent,25 to 34 years,All income,9300
2012,Females,Principal applicants,Family class - parent or grandparent,35 to 44 years,All income,18700
2012,Females,Principal applicants,Family class - parent or grandparent,45 to 54 years,All income,11300
2012,Females,Principal applicants,Family class - parent or grandparent,55 to 64 years,All income,8600
2012,Females,Principal applicants,Family class - parent or grandparent,65 years and over,All income,7900
2012,Females,Principal applicants,Family class - spouses and partners,20 to 24 years,All income,15300
2012,Females,Principal applicants,Family class - spouses and partners,25 to 34 years,All income,20000
2012,Females,Principal applicants,Family class - spouses and partners,35 to 44 years,All income,23000
2012,Females,Principal applicants,Family class - spouses and partners,45 to 54 years,All income,18400
2012,Females,Principal applicants,Family class - spouses and partners,55 to 64 years,All income,14800
2012,Females,Principal applicants,Family class - spouses and partners,65 years and over,All income,10900
2012,Females,Principal applicants,Family class - spouses and partners,Less than 20 years,All income,12900
2012,Females,Principal applicants,Government-assisted refugees,20 to 24 years,All income,12500
2012,Females,Principal applicants,Government-assisted refugees,25 to 34 years,All income,13800
2012,Females,Principal applicants,Government-assisted refugees,35 to 44 years,All income,11800
2012,Females,Principal applicants,Government-assisted refugees,45 to 54 years,All income,8000
2012,Females,Principal applicants,Government-assisted refugees,55 to 64 years,All income,4500
2012,Females,Principal applicants,Government-assisted refugees,Less than 20 years,All income,11500
2012,Females,Principal applicants,Humanitarian and compassionate cases,20 to 24 years,All income,16200
2012,Females,Principal applicants,Humanitarian and compassionate cases,25 to 34 years,All income,19500
2012,Females,Principal applicants,Humanitarian and compassionate cases,35 to 44 years,All income,21000
2012,Females,Principal applicants,Humanitarian and compassionate cases,45 to 54 years,All income,21000
2012,Females,Principal applicants,Humanitarian and compassionate cases,55 to 64 years,All income,17200
2012,Females,Principal applicants,Humanitarian and compassionate cases,65 years and over,All income,10600
2012,Females,Principal applicants,Humanitarian and compassionate cases,Less than 20 years,All income,11500
2012,Females,Principal applicants,"Live-in caregivers, principal applicants",20 to 24 years,All income,18500
2012,Females,Principal applicants,"Live-in caregivers, principal applicants",25 to 34 years,All income,21000
2012,Females,Principal applicants,"Live-in caregivers, principal applicants",35 to 44 years,All income,22000
2012,Females,Principal applicants,"Live-in caregivers, principal applicants",45 to 54 years,All income,23000
2012,Females,Principal applicants,"Live-in caregivers, principal applicants",55 to 64 years,All income,21000
2012,Females,Principal applicants,"Live-in caregivers, principal applicants",65 years and over,All income,15100
2012,Females,Principal applicants,"Live-in caregivers, spouses and dependents",20 to 24 years,All income,19300
2012,Females,Principal applicants,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,18400
2012,Females,Principal applicants,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,18600
2012,Females,Principal applicants,"Live-in caregivers, spouses and dependents",45 to 54 years,All income,25000
2012,Females,Principal applicants,"Live-in caregivers, spouses and dependents",Less than 20 years,All income,9400
2012,Females,Principal applicants,Other immigrants,25 to 34 years,All income,33000
2012,Females,Principal applicants,Other immigrants,35 to 44 years,All income,23000
2012,Females,Principal applicants,Other immigrants,45 to 54 years,All income,22000
2012,Females,Principal applicants,Privately sponsored refugees,20 to 24 years,All income,14000
2012,Females,Principal applicants,Privately sponsored refugees,25 to 34 years,All income,15900
2012,Females,Principal applicants,Privately sponsored refugees,35 to 44 years,All income,13500
2012,Females,Principal applicants,Privately sponsored refugees,45 to 54 years,All income,14200
2012,Females,Principal applicants,Privately sponsored refugees,55 to 64 years,All income,9800
2012,Females,Principal applicants,Privately sponsored refugees,Less than 20 years,All income,11300
